reviews,clusters,tags
Hunter Tyler is the best! I told him my order once and ever since he has remembered correctly. He is professional and enthusiastic about his work. A role model for other Starbucks employees & deserves to be recognized! Thank you again for your great customer service!,Service,positive
Great Starbucks. The ladies here can really mix your favorite drink well. The only issue is they should try to get more help. The wait can be very long. There usually is only one person working at a time.,Service,neutral
Great Starbucks. The ladies here can really mix your favorite drink well. The only issue is they should try to get more help. The wait can be very long. There usually is only one person working at a time.,Coffee,positive
Great Starbucks. The ladies here can really mix your favorite drink well. The only issue is they should try to get more help. The wait can be very long. There usually is only one person working at a time.,Time,negative
Over priced,Food,negative
Always good coffee.,Coffee,positive
"Nice place, good costumer service",Place,positive
"Nice place, good costumer service",Service,positive
Was not to happy with two of the drinks.,Coffee,negative
Nice cozy little spot to get some work done in a quiet friendly environment.,Place,positive
This is my daily go to for my go go juice to get my day done I swear I know this is my liquid crack and I love it some say I have an addiction what are you talking about I just love good coffee,Coffee,positive
Closed early,Time,negative
Everyone at our table was glad to be there. The staff was very welcoming and sociable. Food is similar to a cafe in Indianapolis I loved.,Service,positive
Everyone at our table was glad to be there. The staff was very welcoming and sociable. Food is similar to a cafe in Indianapolis I loved.,Food,positive
Everyone at our table was glad to be there. The staff was very welcoming and sociable. Food is similar to a cafe in Indianapolis I loved.,Place,positive
Favorite,Coffee,positive
Horrible coffee and company,Coffee,negative
Horrible coffee and company,Place,negative
"Great service, awesome friendly staff!",Service,positive
Great service. Delicious as always. Only reason I gave 4 stars instead of 5 is that I usually go to Starbucks when I'm in a hurry and i was in line for 12 minutes this morning before work. Other than that it was great,Service,positive
Great service. Delicious as always. Only reason I gave 4 stars instead of 5 is that I usually go to Starbucks when I'm in a hurry and i was in line for 12 minutes this morning before work. Other than that it was great,Coffee,positive
Great service. Delicious as always. Only reason I gave 4 stars instead of 5 is that I usually go to Starbucks when I'm in a hurry and i was in line for 12 minutes this morning before work. Other than that it was great,Time,negative
Got the drink wrong when I to let them know they  ignore us . after waiting drive through for ever too,Service,negative
Got the drink wrong when I to let them know they  ignore us . after waiting drive through for ever too,Coffee,negative
Got the drink wrong when I to let them know they  ignore us . after waiting drive through for ever too,Time,negative
"Great place, but closes early in the evening, and so I seldom stop here on my way through town.",Place,neutral
"Great place, but closes early in the evening, and so I seldom stop here on my way through town.",Time,negative
Good service and the barista knew exactly how to prepare my order,Service,positive
At this location i have to have them remake my drink at least half the time. The place is packed full of tables which are usually all taken up. They removed half their seating area to install storage shelves which sucks because my favorite area to sit is no longer available when they replaced it with shelving.,Coffee,negative
At this location i have to have them remake my drink at least half the time. The place is packed full of tables which are usually all taken up. They removed half their seating area to install storage shelves which sucks because my favorite area to sit is no longer available when they replaced it with shelving.,Place,negative
Good tea choices,Coffee,positive
I forgot to ask for my drink iced and she made me a new one even though I told her she didn't have to. Really nice barista,Service,positive
my drink was watery didnt even taste like coffee,Coffee,negative
For being inside the hospital Lobby this location is quick and efficient on their workflow.,Place,positive
Quick and friendly,Service,positive
"This has, hands down, got to be the WORST location I've ever been to. Their drive through has been out of order for days for all but App Orders. There were (literally) double the amount of employees as customers, yet my simple dark roast took 8 minutes to come out. What happened as I hurriedly walked out to deliver this coffee to my family member in the hospital? Of course the lid wasn't pressed on properly by staff and scalding coffee got all over my hands.

Kind of amazed I didn't get a sorry. How in hell can I spend this much for a coffee and have a sub-McDonald's grade experience? Can I talk to a manager please? If it didn't hurt, it would be laughable.",Service,negative
